sexo,año,tramo,N,n_adopt,irpf_perdido,ss_perdido,fiscal_perdido,aporte_fondo,saldo_fondo
M,2033,5,1954039.2934725136,195403.92934725137,26489079.92290587,73580412.59308314,100069492.515989,292794029.3496388,3240542595.4541807
M,2033,6,961219.3124040994,240304.82810102485,71536750.96096285,133857036.84588638,205393787.80684924,532649108.5562952,8563087966.44345
M,2033,7,1369596.3905403938,547838.5562161575,367255435.6488132,486540111.27361065,853795546.9224238,1936059266.3136756,31178848081.84494
M,2033,8,1232895.3135139262,554802.8910812668,853907678.5806346,754230119.0977746,1608137797.678409,3001261719.5932207,28339161747.339516
M,2033,9,508616.48857350514,254308.24428675257,560853127.8868748,345720868.54509145,906573996.4319663,1375705878.2936165,8701462124.230103
M,2033,10,163511.15063107017,81755.57531553508,285093276.8853333,111143107.39615606,396236384.2814894,442264960.2269185,2002367506.6432083
M,2034,1,327668.7190620333,0.0,0.0,0.0,0.0,0.0,0.0
M,2034,2,509720.57213303156,15291.617163990946,305.38383169184465,103234.31913878943,103539.70297048127,410794.00349345274,5576337.869016504
M,2034,3,872711.0079848588,43635.550399242944,5442.488858367357,3537041.8618581216,3542484.350716489,14074734.052376611,193716144.89097688
M,2034,4,1214129.5323287593,84989.06726301316,1920377.5549319251,16108637.433520844,18029014.98845277,64100114.35484073,815311642.5362275
M,2034,5,1909662.769420471,190966.27694204712,25887508.963589925,71909390.4390744,97796899.40266432,286144633.2350712,3564808685.910622
M,2034,6,885515.586761293,221378.89669032325,65902658.40972022,123314722.24403423,189217380.65375444,490698721.73231614,9167015312.237822
M,2034,7,1269887.7915077205,507955.1166030882,340518708.51620966,451119287.15100074,791637995.6672103,1795111350.254847,33498904866.258816
M,2034,8,1232976.3032093076,554839.3364441885,853963772.3316727,754279664.9650706,1608243437.2967434,3001458874.4284816,31839563302.066544
M,2034,9,551019.6819888181,275509.84099440905,607611273.1567434,374543506.3988953,982154779.5556388,1490398035.8433552,10354114573.821827
M,2034,10,194535.03560370445,97267.51780185223,339185618.56616604,132230910.68083481,471416529.2470009,526178364.30089974,2568800321.2095385
M,2035,1,314103.5264070543,0.0,0.0,0.0,0.0,0.0,0.0
M,2035,2,491386.31280586345,14741.589384175903,294.39940871450153,99521.05959614688,99815.45900486138,396018.0572165014,6001857.238234591
M,2035,3,843381.5712993217,42169.07856496609,5259.581652061102,3418171.532055588,3423431.113707649,13601720.629286943,208365989.55580848
M,2035,4,1177756.687564661,82442.96812952629,1862846.9596913806,15626055.507021802,17488902.466713183,62179805.6507788,887544590.1364256
M,2035,5,1862692.4630760772,186269.24630760774,25250776.527903356,70140698.00182961,95391474.52973297,279106583.74430466,3887530303.1932673
M,2035,6,815535.5464320134,203883.88660800335,60694539.250365235,113569473.97867797,174264013.22904322,451920052.1642895,9743603709.00092
M,2035,7,1173208.5196860647,469283.4078744259,314594291.4132536,416774611.59924895,731368903.0125026,1658445686.2945893,35717055573.35006
M,2035,8,1224961.796187776,551232.8082844992,848412896.2672491,749376748.6192122,1597789644.8864613,2981948999.6958265,35375870777.60642
M,2035,9,590293.2565548444,295146.6282774222,650918377.1014693,401238854.6915113,1052157231.7929806,1596625200.329543,12140995551.355862
M,2035,10,227776.3199863212,113888.1599931606,397144153.23454535,154825942.43166214,551970095.6662076,616089390.2990016,3235593155.715756
M,2036,1,301159.9902289142,0.0,0.0,0.0,0.0,0.0,0.0
M,2036,2,472918.70466404053,14187.561139921216,283.3350937841999,95780.79275805372,96064.12785183793,381134.6424628435,6421495.135564888
M,2036,3,774668.8599286397,38733.442996431986,4831.068475715746,3139683.310483741,3144514.378959457,12493549.50538513,222306754.09244555
M,2036,4,1136731.0800481483,79571.17560337039,1797957.132243526,15081742.384429472,16879699.516673,60013853.7788716,958863479.3339049
M,2036,5,1814119.5851080858,181411.9585108086,24592319.530197244,68311659.85829927,92903979.38849652,271828404.28042966,4208454031.523131
M,2036,6,799522.5397978856,199880.6349494714,59502804.48917239,111339542.06680565,170842346.55597803,443046620.68106055,10320915607.711815
M,2036,7,1032630.9709983286,413052.3883993315,276898610.23130614,366835361.8658909,643733972.097197,1459725488.3936837,37768635416.246704
M,2036,8,1203846.1286656093,541730.7578995242,833788109.8495414,736459129.2110555,1570247239.060597,2930546707.9332657,38916255651.90948
M,2036,9,626064.7719217301,313032.38596086507,690363748.4834311,425553755.28881377,1115917503.772245,1693379995.0938954,14054618805.149237
M,2036,10,262971.3686386144,131485.6843193072,458509214.3431936,178749002.4619881,637258216.8051817,711284957.8937242,4009712413.178143
M,2037,1,288790.6619339078,0.0,0.0,0.0,0.0,0.0,0.0
M,2037,2,454615.4540750469,13638.463622251405,272.3692487646583,92073.81345236412,92346.18270112878,366383.68674816174,6835270.561212559
M,2037,3,711269.3155837962,35563.46577918981,4435.689810194933,2882729.0148249287,2887164.7046351237,11471067.014009234,235600013.13512737
M,2037,4,1092791.000611692,76495.37004281844,1728457.511268284,14498761.08828691,16227218.599555194,57694032.012214355,1029107130.624635
M,2037,5,1764969.6896395604,176496.96896395605,23926040.446855694,66460893.80688881,90386934.25374451,264463764.2834676,4527468857.416366
M,2037,6,781281.1395892826,195320.28489732064,58145226.16436914,108799289.5476001,166944515.71196926,432938349.4108655,10897785806.988197
M,2037,7,906691.9595777164,362676.7838310866,243128233.18890715,322096356.23365754,565224589.4225647,1281698303.3519247,39672015032.414635
M,2037,8,1172604.466371641,527672.0098672385,812150023.4426689,717346879.8460765,1529496903.2887454,2854494504.5778127,42435740498.97857
M,2037,9,657888.7033936179,328944.35169680894,725456105.7086655,447185372.58033705,1172641478.2890024,1779457364.9390574,16086154662.7161
M,2037,10,299807.6092237356,149903.8046118678,522735809.87516314,203787626.60243133,726523436.4775945,810919621.4283599,4897376496.597438
M,2038,1,276338.6370499161,0.0,0.0,0.0,0.0,0.0,0.0
M,2038,2,413599.14529940777,12407.974358982232,247.79555442985043,83766.7312164634,84014.52677089325,333327.82317969867,7227525.063125453
M,2038,3,649570.9816278992,32478.549081394962,4050.920405360493,2632669.6159950513,2636720.5364004117,10476020.963302108,248258788.2888993
M,2038,4,1046389.6105072091,73247.27273550464,1655064.8577650161,13883124.00039662,15538188.858161636,55244265.05348136,1098134597.164618
M,2038,5,1714461.0436400124,171446.10436400125,23241342.05560576,64558963.265072405,87800305.32067817,256895528.56343693,4844350378.071155
M,2038,6,761259.2559663286,190314.81399158214,56655139.05935424,106011091.28810124,162666230.34745547,421843442.8419253,11473267077.679396
M,2038,7,791807.4409580977,316722.9763832391,212322103.56826407,281284386.47463244,493606490.0428965,1119297731.6464612,41440710463.264946
M,2038,8,1133489.9333744398,510070.47001849796,785059158.7891158,693418360.8894671,1478477519.678583,2759277214.6120663,45914522395.591
M,2038,9,685340.1513030389,342670.07565151947,755726910.4720021,465844890.36491203,1221571800.836914,1853708041.2444596,18225465318.20761
M,2038,10,338013.80027364683,169006.90013682342,589351011.1118215,229757444.4324054,819108455.5442269,914259726.9801599,5904157472.256953
M,2039,1,263880.74902915873,0.0,0.0,0.0,0.0,0.0,0.0
M,2039,2,375213.12231053144,11256.393669315943,224.79771713499852,75992.3639172987,76217.1616344337,302391.75953250343,7599718.547150557
M,2039,3,589548.7468791342,29477.437343956713,3676.6036603147713,2389403.3399813306,2393079.9436416454,9508006.370167926,260295964.0954919
M,2039,4,997665.6899177686,69836.59829424381,1577998.6790774933,13236672.406710792,14814671.085788285,52671879.819091395,1165809670.2962499
M,2039,5,1662236.311974523,166223.6311974523,22533380.298817825,62592412.58395438,85125792.8827722,249070153.88078734,5158819595.075321
M,2039,6,739809.6816165504,184952.4204041376,55058799.03717868,103024076.33010404,158082875.36728272,409957397.16131365,12046583405.506878
M,2039,7,686514.5107968026,274605.80431872106,184087945.53148,243879765.4411411,427967710.9726211,970455814.0391428,43086352044.438774
M,2039,8,1087823.7174643828,489520.6728589723,753430575.2509253,665481815.842167,1418912391.0930924,2648111031.8978963,49335750551.654526
M,2039,9,708299.1404341027,354149.57021705137,781043865.6957551,481450758.1289917,1262494623.8247468,1915807515.046161,20461921896.759174
M,2039,10,377227.3295770417,188613.66478852084,657722577.9694738,256411978.27874336,914134556.2482172,1020324481.0399822,7034719705.9934225
M,2040,1,251474.33722623697,0.0,0.0,0.0,0.0,0.0,0.0
M,2040,2,338970.93892433454,10169.128167730036,203.08429720172035,68652.19102547217,68855.2753226739,273183.4590978997,7953000.802205954
M,2040,3,531937.7563349402,26596.88781674701,3317.3241608155245,2155909.682409107,2159227.006569923,8578879.359067382,271734711.77804625
M,2040,4,946402.3219255982,66248.16253479187,1496915.8797047131,12556528.330960372,14053444.210665086,49965424.15434059,1231983059.7844174
M,2040,5,1607710.2580459302,160771.02580459302,21794221.672264088,60539204.36109988,82333426.03336397,240899948.1497054,5470509503.683065
M,2040,6,717156.9499296494,179289.23748241234,53372916.529035635,99869512.64110614,153242429.1701418,397404635.07706594,12617064988.544256
M,2040,7,587462.0317889357,234984.81271557428,157527156.10374516,208692023.64269835,366219179.7464435,830435388.1975886,44615942688.56393
M,2040,8,1037119.2316503804,466703.6542426712,718312468.0600908,634463082.9821248,1352775551.0422156,2524680087.9911537,52686048695.42883
M,2040,9,726689.8380087368,363344.9190043684,801323350.3182133,493951430.21000266,1295274780.528216,1965550673.8460312,22784517933.92924
M,2040,10,417122.3361652535,208561.16808262674,727282348.7600173,283529731.3169354,1010812080.0769527,1128232494.8597775,8292906399.890783
M,2041,1,239153.18868411344,0.0,0.0,0.0,0.0,0.0,0.0
M,2041,2,304154.8697440865,9124.646092322595,182.22529093046165,61600.850755113526,61783.076046043985,245124.49262415417,8288048.068972686
M,2041,3,475482.8157789849,23774.140788949248,2965.254137446564,1927101.421452016,1930066.6755894627,7668396.659757158,282581358.0859966
M,2041,4,893228.2558916209,62525.977912413466,1412810.9467489538,11851033.795328325,13263844.742077278,47158092.95718884,1296534731.2058346
M,2041,5,1550692.8592767841,155069.28592767843,21021290.21789805,58392183.192982756,79413473.4108808,232356438.31117707,5779020123.516628
M,2041,6,693495.4043834871,173373.85109587177,51611955.14463132,96574464.01574963,148186419.16038096,384292849.88966113,13184133986.11407
M,2041,7,494882.3942678012,197952.95770712048,132702050.4413258,175803716.21701166,308505766.6583375,699564960.725133,46036930531.06574
M,2041,8,982188.522208402,441984.83499378094,680267263.3551601,600858935.8413054,1281126199.1964655,2390961163.382357,55953835855.76346
M,2041,9,740732.8708219306,370366.4354109653,816808650.2548856,503496872.8180492,1320305523.0729346,2003534268.9991577,25182677993.999016
M,2041,10,457361.8189427848,228680.9094713924,797442738.1948736,310881634.4663412,1108324372.6612148,1237072247.876444,9681695907.839682
M,2042,1,226960.98542722865,0.0,0.0,0.0,0.0,0.0,0.0
M,2042,2,271242.85636355594,8137.285690906678,162.50704272874586,54935.141190738614,55097.64823346736,218600.04280051697,8605874.884369083
M,2042,3,420913.95489197655,21045.69774459883,2624.946275308891,1705937.320684068,1708562.2669593769,6788331.898915842,292852341.90020466
M,2042,4,840114.0217482841,58807.981522379894,1328800.6493463174,11146333.087873274,12475133.737219593,44353920.59188327,1359441876.9638598
M,2042,5,1549853.196980971,154985.3196980971,21009907.702850193,58360565.25245762,79370472.95530781,232230622.9769075,6092322338.839041
M,2042,6,616916.2930051672,154229.0732512918,45912713.82811931,85910245.3498188,131822959.1779381,341857377.68959033,13719792561.992586
M,2042,7,467252.57585980126,186901.03034392052,125293151.683697,165988404.92125553,291281556.6049525,660507493.6312937,47440861238.05022
M,2042,8,863477.3584106136,388564.81128477614,598047489.1463826,528236764.0899566,1126284253.236339,2101980203.1261249,58980064650.547104
M,2042,9,744997.0204065109,372498.51020325546,821510742.471748,506395334.68687683,1327906077.158625,2015067940.7955306,27630734050.076477
M,2042,10,497659.73690588603,248829.86845294302,867705013.5162597,338273257.64756405,1205978271.1638236,1346070056.3830404,11203327998.373146
M,2043,1,214364.91713749574,0.0,0.0,0.0,0.0,0.0,0.0
M,2043,2,218871.5897298788,6566.1476918963635,131.13036509491968,44328.32571390003,44459.45607899495,176392.9915951039,8892871.790162064
M,2043,3,365726.493214133,18286.32466070665,2280.7806322092565,1482266.0705013152,1484546.8511335244,5898290.591960252,302530015.36679614
M,2043,4,786122.0158105681,55028.54110673977,1243401.9883404623,10429986.417439377,11673388.405779839,41503406.15936085,1420634155.3266463
M,2043,5,1543482.042554618,154348.2042554618,20923539.931554805,58120655.96662529,79044195.8981801,231275966.649201,6409702601.949243
M,2043,6,547182.7270209102,136795.68175522756,40722938.00998794,76199320.4954235,116922258.50541145,303215289.1686402,14227155502.604237
M,2043,7,431182.16473948315,172472.86589579328,115620919.30814481,153174628.56978607,268795547.8779309,609518418.1842698,48815341700.36174
M,2043,8,751551.9070658424,338198.3581796291,520527523.5140176,459765787.2174458,980293310.7314634,1829517838.4085214,61777671042.1798
M,2043,9,741086.2710221929,370543.13551109645,817198345.8549414,503737088.8293731,1320935434.6843145,2004490145.8608272,30107016965.136627
M,2043,10,537298.8717048726,268649.4358524363,936818653.7122154,365217087.4662096,1302035741.178425,1453285988.1873393,12858107281.22653
M,2044,1,201483.16027230088,0.0,0.0,0.0,0.0,0.0,0.0
M,2044,2,169683.58238238178,5090.507471471453,101.66084203014357,34366.21956020263,34467.880402232775,136751.3927136091,9150729.4425407
M,2044,3,310529.433468738,15526.4716734369,1936.5551326677614,1258555.919965053,1260492.4750977207,5008094.491210419,311604801.3599978
M,2044,4,731784.7062204999,51224.929435435,1157457.1637120643,9709058.381350413,10866515.545062477,38634661.37907604,1480066893.3060071
M,2044,5,1531988.2996297749,153198.8299629775,20767730.027441543,57687852.82419417,78455582.85163571,229553739.61184534,6730494391.93966
M,2044,6,484486.1440876494,121121.53602191235,36056875.04025593,67468348.5897316,103525223.62998754,268472667.398586,14709488271.828928
M,2044,7,389589.11092484306,155835.64436993722,104467797.69935237,138398969.71805704,242866767.41740942,550722543.8607806,50151971986.99055
M,2044,8,646242.179059069,290808.9805765811,447589631.392485,395342013.4987166,842931644.8912016,1573160261.3270729,64359376537.8587
M,2044,9,730386.1568142625,365193.07840713125,805399293.6081378,496463921.599045,1301863215.207183,1975548476.951217,32593319883.925884
M,2044,10,575764.2271404754,287882.1135702377,1003885726.4187009,391363066.58574104,1395248793.004442,1557327081.5695577,14644928077.8518
M,2045,1,188433.25276105313,0.0,0.0,0.0,0.0,0.0,0.0
M,2045,2,124012.68045708764,3720.380413712629,74.29848745927742,25116.436988190504,25190.73547564978,99944.29943397605,9381394.195679916
M,2045,3,255454.77225603795,12772.738612801899,1593.0929472639111,1035341.8428482974,1036934.9357955614,4119872.3850364783,320068780.44825006
M,2045,4,677310.1947737577,47411.71363416305,1071295.3281642906,8986309.999980723,10057605.328145014,35758673.010303915,1537705176.36482
M,2045,5,1515738.8607472496,151573.88607472496,20547451.608937137,57075971.36337793,77623422.97231507,227118917.18991217,7054072964.689117
M,2045,6,427008.08699115756,106752.02174778939,31779190.017523956,59464095.75449461,91243285.77201857,236621834.31719306,15169148070.092957
M,2045,7,343577.68648540287,137431.07459416115,92129895.93205746,122053713.75707303,214183609.68913049,485680867.8914671,51443804288.33173
M,2045,8,546024.823454447,245711.17055450115,378178734.50625384,334033525.0773399,712212259.5835937,1329199148.2316294,66734337811.01289
M,2045,9,713958.0401572885,356979.0200786443,787283953.6233965,485297270.7200334,1272581224.34343,1931113707.017434,35074062573.71114
M,2045,10,612638.6019165128,306319.3009582564,1068178811.6145725,416427611.6035074,1484606423.21808,1657064890.4637837,16561520696.371168
M,2046,1,175330.58339662856,0.0,0.0,0.0,0.0,0.0,0.0
M,2046,2,82156.9223498453,2464.7076704953593,49.221862170901446,16639.34007182099,16688.56193399189,66211.90686018733,9587047.633624505
M,2046,3,203476.92778482966,10173.846389241484,1268.9434443606424,824678.9657885364,825947.909232897,3281594.5005426193,327954697.4079239
M,2046,4,658621.7704608918,46103.523932262426,1041736.0186904196,8738358.654227411,9780094.672917832,34772015.40609524,1595320842.3386438
M,2046,5,1460460.4526579909,146046.0452657991,19798094.021922998,54994432.835322894,74792526.85724589,218835978.41045442,7374909822.948138
M,2046,6,374620.4287167422,93655.10717918555,27880347.35483164,52168719.33683888,80049066.69167052,207591789.74866682,15608461966.045732
M,2046,7,296314.12350544333,118525.64940217734,79456234.89409912,105263643.81363256,184719878.70773166,418869170.8846971,52688327220.68716
M,2046,8,452483.2340516464,203617.45532324087,313391497.0318645,276808971.3439117,590200468.3757763,1101488986.3166037,68915773159.943
M,2046,9,692865.5996653889,346432.79983269447,764025247.9179876,470960148.3293555,1234985396.247343,1874062873.9749439,37536339604.81325
M,2046,10,647529.9574105877,323764.97870529385,1129014362.1833587,440144242.8907839,1569158605.0741425,1751439028.8041575,18604502044.00012
M,2047,1,162259.52733109985,0.0,0.0,0.0,0.0,0.0,0.0
M,2047,2,43308.40740263274,1299.2522220789822,25.946936655394936,8771.303721344091,8797.250657999486,34903.11169392977,9769352.421799073
M,2047,3,153692.4710870079,7684.623554350395,958.4725686426773,622905.7489974934,623864.2215661361,2478690.696702829,335283428.95647955
M,2047,4,636017.0328708916,44521.192300962415,1005982.3123954245,8438447.061253661,9444429.373649085,33578595.57246267,1652716500.620185
M,2047,5,1405579.5023149466,140557.95023149467,19054124.39718813,52927860.794918574,71981985.19210671,210612594.85867253,7693018070.761429
M,2047,6,325855.9857714316,81463.9964428579,24251154.967920657,45377902.97280457,69629057.94072522,180569510.09939533,16029019318.289948
M,2047,7,247989.00747640914,99195.60299056367,66497919.82945456,88096464.13028118,154594383.95973575,350556864.18624,53883263119.504585
M,2047,8,379122.65412810876,170605.19435764896,262581698.4908228,231930255.100672,494511953.5914948,922905859.3971378,70950510789.32803
M,2047,9,653710.5496400802,326855.2748200401,720848841.3865116,444345364.4857524,1165194205.872264,1768156294.6664886,39930223474.199455
M,2047,10,679007.8619773862,339503.9309886931,1183898319.196668,461540656.0061647,1645438975.2028327,1836580465.076434,20766504542.62105
M,2048,1,149467.56628096677,0.0,0.0,0.0,0.0,0.0,0.0
M,2048,2,13810.691072204969,414.32073216614907,8.274262387121322,2797.0958356829588,2805.37009807008,11130.312148911427,9934344.89547735
M,2048,3,107541.77260955764,5377.088630477882,670.662904307892,435859.9217130901,436530.584617398,1734390.691937902,342095936.9799644
M,2048,4,610203.9598692026,42714.27719084419,965154.0113811303,8095968.418771699,9061122.43015283,32215791.28576974,1709727236.658749
M,2048,5,1352497.5928452092,135249.75928452093,18334542.68401512,50929032.61727686,69263575.30129199,202658780.3109633,8008611149.839667
M,2048,6,282463.45988511504,70615.86497127876,21021756.351144258,39335166.5634898,60356922.914634064,156524019.19727775,16433358202.761883
M,2048,7,200844.24272265472,80337.6970890619,53856114.37655808,71348596.47548294,125204710.85204102,283913100.16195637,55029517665.08363
M,2048,8,309440.97989886184,139248.44095448783,214319923.11662662,189302128.5462242,403622051.66285086,753278366.1873972,72845313478.87123
M,2048,9,614958.284499187,307479.1422495935,678116587.1138891,418004364.80606335,1096120951.9199524,1663339167.913401,42255732159.37529
M,2048,10,707138.042914402,353569.021457201,1232945282.8548594,480661527.6341206,1713606810.4889798,1912666978.4748743,23040223931.711773
M,2049,1,137684.07770822613,0.0,0.0,0.0,0.0,0.0,0.0
M,2049,2,12371.624579037494,371.1487373711248,7.4120887497031065,2505.6399719419583,2513.052060691661,9970.539680737897,10100977.865766196
M,2049,3,66563.28226547563,3328.164113273782,415.1086886628315,269776.72297190776,270191.8316605706,1073505.991064685,348454933.3214777
M,2049,4,581802.1859774425,40726.153018420984,920231.1858920138,7719143.8165287515,8639375.002420764,30716316.224941403,1766216684.4068856
M,2049,5,1300463.198042724,130046.31980427241,17629161.145748496,48969649.174278505,66598810.320027,194861925.78000098,8321798591.069951
M,2049,6,242711.8676318376,60677.9669079594,18063326.65812021,33799457.61521533,51862784.273335546,134496111.61763886,16823143043.102139
M,2049,7,154819.7846179872,61927.91384719488,41514717.64940913,54998710.3906363,96513428.04004544,218852999.8243313,56127924725.893295
M,2049,8,243258.80290571644,109466.4613075724,168481911.97311917,148814837.62334713,317296749.5964663,592169769.0894436,74606607981.26822
M,2049,9,575638.634816267,287819.3174081335,634758675.9814134,391277697.96639144,1026036373.9478048,1556987379.4510386,44510218033.884445
M,2049,10,731966.4429804428,365983.2214902214,1276235357.6132383,497538086.3542104,1773773443.9674487,1979822834.9735014,25418365911.210907
M,2050,1,126829.55724809195,0.0,0.0,0.0,0.0,0.0,0.0
M,2050,2,11071.963596499763,332.15890789499286,6.633435753441119,2242.4180735554123,2249.0515093088534,8923.116901691088,10269372.983125549
M,2050,3,31171.58101695963,1558.5790508479815,194.3953735317632,126336.42288055229,126530.81825408405,502722.79000911815,354429813.636479
M,2050,4,551650.5004743256,38615.535033202796,872540.5412435042,7319102.011394783,8191642.552638287,29124454.37060208,1822088506.5344062
M,2050,5,1249430.5829393964,124943.05829393964,16937359.79627581,47047988.290820085,63985348.087095894,187215178.31987232,8632685138.673069
M,2050,6,207419.07384557277,51854.76846139319,15436733.780486431,28884669.972812805,44321403.75329924,114938998.16171186,17200496640.086002
M,2050,7,111123.37684592887,44449.35073837155,29797584.497295894,39475848.87719009,69273433.37448598,157083827.71200207,57181065889.778694
M,2050,8,181301.59764502043,81585.71894025919,125570131.27641426,110912195.127649,236482326.40406325,441346105.1792261,76242717515.5037
M,2050,9,536792.9764963731,268396.48824818654,591923436.7333868,364873216.32792664,956796653.0613134,1451917642.8273897,46693852876.6851
M,2050,10,753593.066837951,376796.5334189755,1313942908.686712,512238308.1356267,1826181216.8223386,2038318527.1832895,27893794854.65343
M,2051,1,116830.76837566649,0.0,0.0,0.0,0.0,0.0,0.0
M,2051,2,9998.788872425463,299.96366617276385,5.99047522324083,2025.0667088789755,2031.0571841022163,8058.223928065127,10439713.510600869
M,2051,3,10162.766348929803,508.1383174464902,63.3780737474103,41189.04159516616,41252.41966891357,163901.03056900032,360211705.4199464
M,2051,4,521397.7650740279,36497.84355518196,824690.0668986507,6917719.512279624,7742409.579178275,27527257.574815113,1877327786.599885
M,2051,5,1199553.7180686728,119955.37180686729,16261225.86986091,45169847.8110985,61431073.68095941,179741608.9368972,8941399189.520145
M,2051,6,175393.09754073032,43848.27438518258,13053267.009026004,24424811.296502154,37478078.30552816,97192155.67812276,17566946155.195305
M,2051,7,68989.0499175439,27595.619967017563,18499321.228839096,24507906.31121521,43007227.54005431,97522810.58096018,58190463832.46938
M,2051,8,122588.00708088634,55164.603186398854,84904889.65353963,74993850.78936903,159898740.44290864,298418437.3971432,77759670837.27101
M,2051,9,498130.59889590094,249065.29944795047,549290301.7566105,338593315.72631294,887883617.4829235,1347343643.8936327,48806012369.18634
M,2051,10,772046.172157876,386023.086078938,1346117205.326809,524781400.50852865,1870898605.8353376,2088230486.4526227,30459339184.53646
M,2052,1,107620.2482718513,0.0,0.0,0.0,0.0,0.0,0.0
M,2052,2,9210.520103815192,276.31560311445577,5.518207572841996,1865.4176892498153,1870.9358968226572,7422.942362066739,10612225.663450576
M,2052,3,9605.436153407698,480.27180767038493,59.902394683197805,38930.21798184758,38990.12037653077,154912.632107698,366078001.8603254
M,2052,4,493146.3942914849,34520.24760040395,780005.1326290801,6542890.404825939,7322895.537455019,26035723.064186264,1932025143.6078503
M,2052,5,1150996.8657666317,115099.68657666317,15602986.117093317,43341413.12273749,58944399.23983081,172465830.7652184,9248094639.227264
M,2052,6,147426.3533828396,36856.5883457099,10971900.159448065,20530231.30326492,31502131.462712985,81694692.03721336,17924461502.68532
M,2052,7,30338.090986855997,12135.2363947424,8135118.41816038,10777407.319794264,18912525.737954643,42885876.87807406,59160424636.72027
M,2052,8,68009.32791095287,30604.19755992879,47103502.366922535,41605059.99803055,88708562.36495309,165556467.12019077,79165796923.07712
M,2052,9,461756.65407725656,230878.32703862828,509180629.373913,313868926.96262544,823049556.3365384,1248959397.9481635,50851846917.66729
M,2052,10,785661.2861662086,392830.6430831043,1369856121.3140185,534035974.7231846,1903892096.037203,2125056646.8223608,33103139412.994057
M,2053,1,99135.85264502323,0.0,0.0,0.0,0.0,0.0,0.0
M,2053,2,8484.395626828076,254.53186880484228,5.083171815623846,1718.3548275762423,1723.4379993918662,6837.744123573282,10786986.601058096
M,2053,3,9084.976043151115,454.24880215755576,56.65664858239321,36820.8264644247,36877.483113007096,146518.85963352394,372030552.30512047
M,2053,4,466708.37570692145,32669.586299484505,738188.3609133904,6192120.207330982,6930308.5682443725,24639924.700452004,1986263180.2730663
M,2053,5,1102802.3651144486,110280.23651144486,14949658.426148308,41526622.98287118,56476281.40901949,165244347.50969502,9552791091.079445
M,2053,6,121975.23292989345,30493.808232473362,9077753.379389975,16985970.878743954,26063724.25813393,67591233.60053822,18274228844.113087
M,2053,7,9442.489205517293,3776.9956822069175,2531990.819144316,3354382.1964510027,5886373.015595319,13347887.632936517,60115818982.94091
M,2053,8,17838.50352966809,8027.326588350641,12355010.982203135,10912797.29449281,23267808.276695944,43424625.912341624,80470232356.04938
M,2053,9,425907.79184473585,212953.89592236793,469649967.34074694,289501451.5350386,759151418.8757856,1151995395.3816414,52831743482.672676
M,2053,10,796634.1472210381,398317.07361051906,1388988082.0570943,541494535.6222618,1930482617.679356,2154736041.403464,35819180831.63153
